,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
14,2010,322,4345,939,4.6,23,7,247,285,488,2845,18,16,5.3,153,404,1500,14,3.7,77,97,769,17,184,26.1,12.5,Own 32.5,2:20,5.2,23.7,1.48,208,70,33.7%,28,12,42.9%,43,27,62.8%
15,2009,320,5232,991,5.3,25,11,309,326,534,3348,23,14,5.9,177,422,1884,10,4.5,112,103,795,20,168,34.5,14.3,Own 29.0,2:52,6.1,30.9,1.82,203,82,40.4%,20,10,50.0%,55,29,52.7%
16,2008,347,5599,1041,5.4,24,9,339,411,605,3958,25,15,6.3,213,408,1641,11,4.0,98,78,708,28,169,35.5,13.0,Own 29.7,2:57,6.3,33.1,1.92,207,84,40.6%,24,13,54.2%,53,28,52.8%
17,2007,284,5124,1013,5.1,48,18,297,338,555,3412,20,30,5.7,185,416,1712,11,4.1,89,86,665,23,185,23.8,22.7,Own 29.6,2:38,5.6,27.5,1.38,211,83,39.3%,26,9,34.6%,37,20,54.1%
18,2006,303,4825,985,4.9,28,12,285,307,538,3212,19,16,5.4,178,386,1613,13,4.2,87,87,751,20,191,28.8,13.6,Own 28.3,2:23,5.3,25.2,1.53,213,78,36.6%,17,6,35.3%,47,27,57.4%
19,2005,312,4948,999,5.0,20,10,306,338,567,3599,20,10,5.9,189,386,1349,14,3.5,90,110,831,27,188,28.7,10.1,Own 32.7,2:25,5.5,26.2,1.59,212,79,37.3%,20,10,50.0%,55,29,52.7%
20,2004,313,5360,991,5.4,33,10,320,372,607,4053,19,23,6.4,200,355,1307,15,3.7,79,109,940,41,183,29.5,17.5,Own 29.2,2:30,5.6,29.2,1.63,196,69,35.2%,24,13,54.2%,54,27,50.0%
21,2003,441,5593,1072,5.2,20,7,326,322,524,3375,36,13,6.1,178,518,2218,12,4.3,124,110,1006,24,191,37.7,9.9,Own 32.0,2:43,5.7,29.5,2.16,231,97,42.0%,18,10,55.6%,50,35,70.0%
22,2002,367,6034,1056,5.7,27,10,326,375,607,4295,26,17,6.6,205,410,1739,15,4.2,91,103,854,30,196,31.6,13.8,Own 28.9,2:33,5.5,30.8,1.79,218,83,38.1%,11,7,63.6%,49,29,59.2%
23,2001,321,4904,1025,4.8,31,12,290,317,535,3400,24,19,5.9,166,449,1504,10,3.3,99,79,632,25,199,30.2,15.1,Own 30.7,2:25,5.3,24.5,1.59,224,84,37.5%,12,7,58.3%,48,24,50.0%
24,2000,440,4959,1061,4.7,22,6,312,326,552,3537,33,16,6.0,195,470,1422,10,3.0,76,106,851,41,210,35.2,9.5,Own 36.5,2:27,5.2,23.6,1.90,242,91,37.6%,10,6,60.0%,69,36,52.2%
25,1999,316,4905,1022,4.8,27,12,279,315,549,3584,24,15,6.1,181,432,1321,8,3.1,77,117,909,21,197,29.4,12.7,Own 31.4,2:26,5.4,25.0,1.53,229,84,36.7%,11,6,54.5%,48,22,45.8%
26,1998,342,4208,991,4.2,27,7,256,271,530,3068,21,20,5.4,149,422,1140,12,2.7,72,120,1005,35,,,,,,,,,,,,,,,,,
27,1997,425,5166,1048,4.9,26,11,308,297,568,3468,31,15,5.8,181,453,1698,12,3.7,92,101,784,35,,,,,,,,,,,,,,,,,
28,1996,376,5421,1100,4.9,36,14,321,369,636,3666,28,22,5.5,199,431,1755,10,4.1,92,115,991,30,,,,,,,,,,,,,,,,,
29,1995,323,5074,1020,5.0,27,10,313,321,543,3383,16,17,5.8,178,441,1691,15,3.8,112,117,951,23,,,,,,,,,,,,,,,,,
30,1994,306,5062,1005,5.0,32,15,308,363,577,3658,20,17,5.9,191,385,1404,11,3.6,89,109,989,28,,,,,,,,,,,,,,,,,
31,1993,290,5066,1002,5.1,34,12,299,329,556,3752,17,22,6.4,192,414,1314,10,3.2,86,94,724,21,,,,,,,,,,,,,,,,,
32,1992,241,4227,907,4.7,36,11,250,271,491,2832,17,25,5.2,157,365,1395,10,3.8,80,98,798,13,,,,,,,,,,,,,,,,,
33,1991,342,5111,961,5.3,28,9,292,300,503,3445,22,19,6.5,181,430,1666,15,3.9,94,87,718,17,,,,,,,,,,,,,,,,,
34,1990,281,4425,931,4.8,30,11,268,254,462,2910,22,19,5.7,152,424,1515,10,3.6,92,87,720,24,,,,,,,,,,,,,,,,,
35,1989,290,4764,1040,4.6,38,13,295,283,513,2951,15,25,5.3,172,479,1813,13,3.8,102,93,741,21,,,,,,,,,,,,,,,,,
36,1988,332,5418,1072,5.1,26,10,335,274,517,3285,22,16,6.0,173,521,2133,15,4.1,135,74,619,27,,,,,,,,,,,,,,,,,
37,1987,317,4953,1008,4.9,28,15,280,227,441,2782,19,13,5.7,136,522,2171,14,4.2,120,107,869,24,,,,,,,,,,,,,,,,,
38,1986,396,5366,1046,5.1,37,22,308,288,509,3688,27,15,6.5,182,475,1678,14,3.5,104,108,918,22,,,,,,,,,,,,,,,,,
39,1985,435,6265,1105,5.7,42,16,364,357,595,4293,28,26,6.8,218,470,1972,25,4.2,122,86,703,24,,,,,,,,,,,,,,,,,
40,1984,413,5936,1021,5.8,36,17,322,323,531,4085,27,19,7.2,189,457,1851,23,4.1,109,108,905,24,,,,,,,,,,,,,,,,,
41,1983,462,5955,1127,5.3,33,17,347,330,544,3782,28,16,6.6,187,552,2173,26,3.9,137,111,953,23,,,,,,,,,,,,,,,,,
42,1982,221,3253,591,5.5,25,12,196,233,342,2292,10,13,6.3,119,230,961,10,4.2,65,70,612,12,,,,,,,,,,,,,,,,,
43,1981,390,6136,1109,5.5,41,18,365,313,571,4311,22,23,7.0,216,491,1825,25,3.7,114,108,877,35,,,,,,,,,,,,,,,,,
44,1980,327,4691,1057,4.4,38,18,284,300,519,2849,18,20,4.9,156,478,1842,18,3.9,101,104,880,27,,,,,,,,,,,,,,,,,
45,1979,246,4456,989,4.5,46,18,268,261,472,2549,11,28,5.0,132,475,1907,19,4.0,117,100,812,19,,,,,,,,,,,,,,,,,
46,1978,309,4559,1005,4.5,38,16,273,237,441,2351,23,22,4.7,141,510,2208,12,4.3,114,99,862,18,,,,,,,,,,,,,,,,,
47,1977,205,3652,882,4.1,31,10,228,172,330,1725,14,21,4.6,105,508,1927,11,3.8,102,87,831,21,,,,,,,,,,,,,,,,,
48,1976,285,4676,925,5.1,31,11,259,219,386,2628,21,20,6.4,132,516,2048,10,4.0,113,92,823,14,,,,,,,,,,,,,,,,,
49,1975,345,4952,1022,4.8,34,14,312,237,390,2510,16,20,6.0,139,606,2442,21,4.0,154,81,686,19,,,,,,,,,,,,,,,,,
50,1974,285,4830,893,5.4,28,13,272,222,367,2670,13,15,6.9,127,508,2160,21,4.3,128,80,751,17,,,,,,,,,,,,,,,,,
51,1973,386,4518,926,4.9,34,18,267,177,341,2254,18,16,6.1,124,559,2264,23,4.1,125,68,579,18,,,,,,,,,,,,,,,,,
52,1972,344,3881,819,4.7,34,10,244,201,358,2208,18,24,5.8,124,435,1673,18,3.8,99,75,679,21,,,,,,,,,,,,,,,,,
53,1971,341,4558,859,5.3,32,10,272,193,347,2262,15,22,6.2,114,493,2296,25,4.7,143,84,887,15,,,,,,,,,,,,,,,,,
54,1970,278,4182,872,4.8,24,15,245,207,365,2215,13,9,5.7,117,480,1967,15,4.1,106,89,998,22,,,,,,,,,,,,,,,,,
55,1969,276,4237,824,5.1,37,6,232,241,423,2795,22,31,6.1,148,366,1442,11,3.9,71,71,791,13,,,,,,,,,,,,,,,,,
56,1968,310,4333,893,4.9,35,15,225,217,430,2692,20,20,5.9,118,439,1641,13,3.7,90,63,692,17,,,,,,,,,,,,,,,,,
57,1967,352,4705,936,5.0,23,10,251,230,464,3152,26,13,6.4,148,441,1553,17,3.5,88,61,666,15,,,,,,,,,,,,,,,,,
58,1966,284,4558,905,5.0,35,8,260,170,382,2155,13,27,5.3,116,497,2403,19,4.8,127,60,527,17,,,,,,,,,,,,,,,,,
59,1965,227,3262,818,4.0,41,13,190,206,474,2168,17,28,4.2,118,306,1094,7,3.6,55,62,665,17,,,,,,,,,,,,,,,,,
60,1964,300,4040,921,4.4,45,15,248,240,484,2518,22,30,4.8,147,399,1522,10,3.8,82,55,528,19,,,,,,,,,,,,,,,,,
61,1963,255,4147,884,4.7,45,16,239,231,472,2679,17,29,5.3,133,378,1468,10,3.9,85,69,784,21,,,,,,,,,,,,,,,,,
62,1962,392,4518,883,5.1,42,13,248,196,402,2615,29,29,5.9,120,437,1903,16,4.4,105,65,709,23,,,,,,,,,,,,,,,,,
63,1961,219,3720,928,4.0,66,17,224,224,485,2363,16,49,4.5,124,401,1357,7,3.4,79,54,501,21,,,,,,,,,,,,,,,,,
64,1960,336,4229,916,4.6,45,17,259,227,467,2557,21,28,5.1,138,414,1672,20,4.0,97,59,569,24,,,,,,,,,,,,,,,,,
