,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
13,2011,406,6290,1048,6.0,28,8,359,366,582,4426,27,20,7.2,234,436,1864,16,4.3,97,91,753,28,172,41.3,16.3,Own 27.9,3:01,6.30,36.6,2.24,211,103,48.8%,11,4,36.4%,54,29,53.7%
14,2010,441,6329,1039,6.1,29,16,357,359,544,4519,30,13,7.8,236,457,1810,18,4.0,94,84,677,27,186,40.3,14.5,Own 28.6,2:51,5.76,33.9,2.24,205,92,44.9%,13,5,38.5%,59,33,55.9%
15,2009,454,5761,972,5.9,17,7,330,338,519,4338,29,10,8.0,222,427,1423,17,3.3,80,78,570,28,170,45.9,9.4,Own 30.8,2:49,5.92,33.9,2.46,187,83,44.4%,10,5,50.0%,63,34,54.0%
16,2008,439,5584,924,6.0,20,9,301,312,478,3858,34,11,7.7,191,421,1726,13,4.1,92,95,748,18,170,43.5,10.6,Own 30.6,2:43,5.62,32.8,2.41,194,89,45.9%,11,8,72.7%,65,37,56.9%
17,2007,412,5044,980,5.1,24,8,278,281,471,3005,22,16,6.1,158,485,2039,19,4.2,104,94,761,16,191,34.0,12.6,Own 31.8,2:31,5.28,26.4,1.88,214,84,39.3%,10,6,60.0%,52,29,55.8%
18,2006,492,5840,1016,5.7,15,6,321,287,466,3262,24,9,6.6,169,522,2578,32,4.9,137,90,791,15,190,43.2,6.8,Own 32.1,2:40,5.50,30.6,2.47,213,92,43.2%,11,6,54.5%,62,42,67.7%
19,2005,418,5567,1022,5.4,28,12,337,338,526,3495,27,16,6.3,191,465,2072,22,4.5,116,110,890,30,178,39.3,13.5,Own 29.9,2:50,5.88,31.3,2.28,208,88,42.3%,17,11,64.7%,50,35,70.0%
20,2004,446,5542,996,5.6,18,10,328,288,450,3357,29,8,7.1,160,525,2185,24,4.2,131,108,875,37,179,40.8,8.9,Own 33.1,2:49,5.71,30.9,2.41,208,97,46.6%,8,5,62.5%,63,44,69.8%
21,2003,313,5167,971,5.3,31,12,290,297,525,3021,21,19,5.5,146,417,2146,16,5.1,117,126,1016,27,191,27.2,15.7,Own 30.9,2:21,5.19,27.0,1.59,197,62,31.5%,19,10,52.6%,46,22,47.8%
22,2002,333,5325,1028,5.2,24,8,313,324,538,3188,17,16,5.7,166,466,2137,19,4.6,117,100,805,30,191,28.3,11.0,Own 31.3,2:36,5.53,27.8,1.60,210,78,37.1%,12,4,33.3%,49,30,61.2%
23,2001,332,5200,1010,5.1,29,11,290,309,548,3505,16,18,6.1,177,435,1695,13,3.9,92,97,777,21,194,30.4,14.4,Own 32.5,2:31,5.43,26.7,1.51,221,79,35.7%,4,3,75.0%,61,23,37.7%
24,2000,269,4300,982,4.4,50,20,251,311,578,3238,19,30,5.1,156,351,1062,7,3.0,63,121,1036,32,206,21.4,23.3,Own 29.3,2:12,4.89,20.8,1.15,219,72,32.9%,14,3,21.4%,38,15,39.5%
25,1999,269,4589,1039,4.4,35,11,262,332,583,3343,12,24,5.3,171,410,1246,10,3.0,69,104,823,22,196,27.0,17.3,Own 32.0,2:27,5.48,23.2,1.26,242,89,36.8%,14,6,42.9%,48,19,39.6%
26,1998,241,4592,1063,4.3,51,17,272,261,566,2864,11,34,4.7,146,460,1728,11,3.8,95,137,1229,31,,,,,,,,,,,,,,,,,
27,1997,266,4505,1025,4.4,35,14,251,291,565,3089,12,21,5.0,160,409,1416,5,3.5,70,129,1101,21,,,,,,,,,,,,,,,,,
28,1996,310,4670,1022,4.6,32,11,272,314,577,3358,23,21,5.5,168,412,1312,7,3.2,80,110,969,24,,,,,,,,,,,,,,,,,
29,1995,321,5213,1051,5.0,30,12,314,318,540,3466,17,18,6.1,185,479,1747,14,3.6,108,107,953,21,,,,,,,,,,,,,,,,,
30,1994,381,5220,1033,5.1,23,9,311,305,522,3368,20,14,6.1,181,482,1852,13,3.8,102,96,875,28,,,,,,,,,,,,,,,,,
31,1993,322,4967,1050,4.7,19,5,313,301,563,3143,18,14,5.3,171,455,1824,14,4.0,120,87,699,22,,,,,,,,,,,,,,,,,
32,1992,335,5221,1018,5.1,33,12,302,282,496,3346,16,21,6.3,161,489,1875,18,3.8,118,91,813,23,,,,,,,,,,,,,,,,,
33,1991,274,4995,1010,4.9,28,12,285,272,511,2747,13,16,5.0,155,464,2248,16,4.8,114,96,799,16,,,,,,,,,,,,,,,,,
34,1990,315,4940,976,5.1,32,13,272,246,472,2683,18,19,5.5,142,484,2257,14,4.7,112,103,886,18,,,,,,,,,,,,,,,,,
35,1989,266,4910,986,5.0,36,17,267,270,515,3037,15,19,5.5,149,432,1873,13,4.3,95,122,906,23,,,,,,,,,,,,,,,,,
36,1988,231,4429,937,4.7,32,12,255,241,468,2388,11,20,4.8,116,438,2041,11,4.7,115,118,1039,24,,,,,,,,,,,,,,,,,
37,1987,253,4588,951,4.8,43,20,264,303,516,3280,13,23,5.9,175,396,1308,11,3.3,68,98,743,21,,,,,,,,,,,,,,,,,
38,1986,335,5356,1107,4.8,49,16,334,339,604,3780,21,33,5.9,212,471,1576,19,3.3,98,119,977,24,,,,,,,,,,,,,,,,,
39,1985,467,6535,1111,5.9,49,19,380,386,632,4870,37,30,7.3,259,440,1665,20,3.8,92,100,937,29,,,,,,,,,,,,,,,,,
40,1984,394,6297,1154,5.5,38,17,374,401,662,4643,25,21,6.7,240,456,1654,18,3.6,106,112,1023,28,,,,,,,,,,,,,,,,,
41,1983,358,6197,1086,5.7,55,22,361,369,635,4661,27,33,7.0,230,423,1536,16,3.6,106,115,961,25,,,,,,,,,,,,,,,,,
42,1982,288,4048,617,6.6,20,8,233,208,338,2927,19,12,8.4,145,267,1121,15,4.2,72,64,530,16,,,,,,,,,,,,,,,,,
43,1981,478,6744,1129,6.0,40,22,379,368,629,4739,34,18,7.3,224,481,2005,26,4.2,127,128,947,28,,,,,,,,,,,,,,,,,
44,1980,418,6410,1135,5.6,48,22,372,350,594,4531,30,26,7.2,244,509,1879,18,3.7,106,109,912,22,,,,,,,,,,,,,,,,,
45,1979,411,5583,1053,5.3,35,10,330,338,541,3915,24,25,6.8,192,481,1668,25,3.5,114,108,908,24,,,,,,,,,,,,,,,,,
46,1978,355,5471,1099,5.0,51,21,315,271,477,3375,26,30,6.6,171,590,2096,16,3.6,116,98,748,28,,,,,,,,,,,,,,,,,
47,1977,222,4005,881,4.5,31,11,235,206,369,2244,11,20,5.7,121,488,1761,10,3.6,93,97,813,21,,,,,,,,,,,,,,,,,
48,1976,248,4456,907,4.9,31,13,256,223,388,2416,17,18,5.6,127,473,2040,13,4.3,111,78,579,18,,,,,,,,,,,,,,,,,
49,1975,189,3411,821,4.2,29,12,198,165,337,1610,7,17,4.2,89,434,1801,14,4.1,98,84,705,11,,,,,,,,,,,,,,,,,
50,1974,212,4415,880,5.0,33,11,245,165,349,2304,12,22,6.2,117,508,2111,15,4.2,113,74,609,15,,,,,,,,,,,,,,,,,
51,1973,188,3622,831,4.4,51,21,198,161,363,1808,9,30,4.5,93,431,1814,9,4.2,88,74,628,17,,,,,,,,,,,,,,,,,
52,1972,264,4299,904,4.8,48,20,262,192,377,2304,15,28,5.8,116,504,1995,12,4.0,123,87,789,23,,,,,,,,,,,,,,,,,
53,1971,311,4738,859,5.5,43,15,264,244,450,3134,23,28,6.7,147,390,1604,11,4.1,86,81,895,31,,,,,,,,,,,,,,,,,
54,1970,282,3953,839,4.7,25,6,231,192,387,2503,24,19,5.6,119,395,1450,9,3.7,83,79,852,29,,,,,,,,,,,,,,,,,
55,1969,288,4611,932,4.9,34,13,275,208,444,2626,13,21,5.5,131,455,1985,18,4.4,119,63,731,25,,,,,,,,,,,,,,,,,
56,1968,382,5388,918,5.9,45,12,270,225,472,3623,29,33,7.4,164,428,1765,12,4.1,93,72,654,13,,,,,,,,,,,,,,,,,
57,1967,360,5125,891,5.8,34,10,259,230,463,3410,26,24,7.2,150,417,1715,14,4.1,88,72,817,21,,,,,,,,,,,,,,,,,
58,1966,335,4553,827,5.5,22,7,230,224,434,3016,29,15,6.5,137,361,1537,9,4.3,77,68,667,16,,,,,,,,,,,,,,,,,
59,1965,340,5101,914,5.6,39,13,268,203,401,3103,23,26,7.3,127,486,1998,12,4.1,127,84,929,14,,,,,,,,,,,,,,,,,
60,1964,341,4664,859,5.4,46,16,254,224,445,3142,28,30,6.7,156,392,1522,14,3.9,85,88,709,13,,,,,,,,,,,,,,,,,
61,1963,399,5145,773,6.7,36,12,250,202,357,2944,28,24,7.8,124,395,2201,20,5.6,112,77,773,14,,,,,,,,,,,,,,,,,
62,1962,314,4081,854,4.8,48,14,217,168,416,2434,23,34,5.5,113,410,1647,13,4.0,82,88,768,22,,,,,,,,,,,,,,,,,
63,1961,396,4313,842,5.1,44,19,208,190,423,2847,17,25,6.3,110,391,1466,24,3.7,81,88,682,17,,,,,,,,,,,,,,,,,
64,1960,373,4713,878,5.4,45,16,263,229,441,2813,21,29,5.8,141,397,1900,23,4.8,96,70,648,26,,,,,,,,,,,,,,,,,
