,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
22,2002,432,5205,1001,5.2,30,15,291,291,538,3441,27,15,6.0,169,426,1764,16,4.1,91,119,911,31,192,38.5,14.6,Own 35.6,2:25,5.41,27.0,2.05,224,92,41.1%,13,8,61.5%,58,31,53.4%
23,2001,333,5226,1031,5.1,35,13,294,313,562,3514,27,22,5.7,184,419,1712,8,4.1,87,119,1025,23,196,31.6,16.8,Own 33.2,2:24,5.42,26.3,1.66,227,89,39.2%,18,6,33.3%,55,28,50.9%
24,2000,354,5397,1041,5.2,26,11,312,298,497,3329,22,15,6.2,169,505,2068,14,4.1,117,124,1024,26,182,32.4,12.6,Own 31.0,2:46,5.88,29.5,1.76,227,97,42.7%,17,10,58.8%,48,24,50.0%
25,1999,260,4983,1055,4.7,39,9,288,288,553,3293,16,30,5.5,159,461,1690,9,3.7,97,110,877,32,202,24.3,18.8,Own 29.7,2:27,5.37,24.5,1.22,220,74,33.6%,22,8,36.4%,45,18,40.0%
26,1998,305,4463,966,4.6,33,14,258,278,535,3138,19,19,5.3,165,374,1325,6,3.5,67,121,928,26,,,,,,,,,,,,,,,,,
27,1997,237,4045,925,4.4,55,22,229,228,458,2584,13,33,5.1,127,417,1461,9,3.5,78,101,811,24,,,,,,,,,,,,,,,,,
28,1996,229,4206,923,4.6,37,20,232,295,515,2898,13,17,5.4,135,386,1308,10,3.4,77,114,853,20,,,,,,,,,,,,,,,,,
29,1995,319,5178,984,5.3,25,11,294,349,573,3788,26,14,6.3,202,383,1390,11,3.6,75,86,688,17,,,,,,,,,,,,,,,,,
30,1994,348,5182,966,5.4,32,14,308,366,569,3846,22,18,6.5,203,373,1336,11,3.6,78,88,678,27,,,,,,,,,,,,,,,,,
31,1993,317,4707,935,5.0,34,13,264,274,481,2941,18,21,5.6,158,414,1766,10,4.3,94,81,663,12,,,,,,,,,,,,,,,,,
32,1992,330,4806,895,5.4,29,13,267,251,426,3178,19,16,7.2,155,454,1628,10,3.6,92,60,567,20,,,,,,,,,,,,,,,,,
33,1991,341,4968,1008,4.9,30,15,267,292,506,3259,20,15,6.2,157,483,1709,15,3.5,93,101,801,17,,,,,,,,,,,,,,,,,
34,1990,274,4476,931,4.8,39,16,253,226,447,2626,15,23,5.6,133,464,1850,14,4.0,107,108,829,13,,,,,,,,,,,,,,,,,
35,1989,386,5328,999,5.3,31,12,304,284,461,3380,23,19,6.8,167,502,1948,19,3.9,108,90,676,29,,,,,,,,,,,,,,,,,
36,1988,312,5131,1034,5.0,32,16,306,286,498,3085,21,16,5.9,179,512,2046,9,4.0,108,101,821,19,,,,,,,,,,,,,,,,,
37,1987,422,4964,1009,4.9,28,16,304,227,411,2774,23,12,6.3,151,569,2190,20,3.8,128,107,994,25,,,,,,,,,,,,,,,,,
38,1986,288,4742,957,5.0,43,18,275,232,425,2668,13,25,5.9,137,505,2074,15,4.1,109,109,855,29,,,,,,,,,,,,,,,,,
39,1985,294,4479,997,4.5,36,13,250,260,508,2796,20,23,4.9,148,431,1683,4,3.9,83,96,805,19,,,,,,,,,,,,,,,,,
40,1984,298,5008,1044,4.8,41,13,298,246,476,2837,21,28,5.4,137,523,2171,9,4.2,131,101,849,30,,,,,,,,,,,,,,,,,
41,1983,319,4938,1055,4.7,47,22,286,243,425,2477,14,25,5.4,136,595,2461,19,4.1,135,91,802,15,,,,,,,,,,,,,,,,,
42,1982,129,2655,602,4.4,24,10,173,137,248,1398,8,14,5.2,76,331,1257,8,3.8,79,63,514,18,,,,,,,,,,,,,,,,,
43,1981,207,4705,1028,4.6,47,20,280,238,441,2419,8,27,5.0,124,546,2286,16,4.2,126,109,899,30,,,,,,,,,,,,,,,,,
44,1980,291,5010,960,5.2,35,13,285,334,566,3648,26,22,6.0,183,348,1362,9,3.9,80,98,837,22,,,,,,,,,,,,,,,,,
45,1979,370,5627,996,5.6,36,14,315,257,428,3151,16,22,7.1,135,551,2476,28,4.5,160,93,812,20,,,,,,,,,,,,,,,,,
46,1978,281,4996,1028,4.9,31,15,295,294,479,3151,17,16,6.1,154,512,1845,17,3.6,119,112,1044,22,,,,,,,,,,,,,,,,,
47,1977,232,3597,851,4.2,32,11,223,166,321,1573,13,21,4.3,96,484,2024,14,4.2,115,86,794,12,,,,,,,,,,,,,,,,,
48,1976,253,3759,885,4.2,32,18,226,206,403,1984,8,14,4.4,111,431,1775,16,4.1,92,103,901,23,,,,,,,,,,,,,,,,,
49,1975,165,3187,908,3.5,40,16,215,181,392,1545,8,24,3.5,82,463,1642,9,3.5,109,71,527,24,,,,,,,,,,,,,,,,,
50,1974,166,3744,929,4.0,33,12,233,185,389,1761,10,21,4.1,91,503,1983,9,3.9,117,75,598,25,,,,,,,,,,,,,,,,,
51,1973,163,3501,872,4.0,34,17,207,163,338,1659,11,17,4.4,88,497,1842,5,3.7,100,58,516,19,,,,,,,,,,,,,,,,,
52,1972,215,3664,829,4.4,37,16,226,230,449,2434,18,21,4.9,123,337,1230,5,3.6,83,69,585,20,,,,,,,,,,,,,,,,,
53,1971,266,3666,889,4.1,25,11,242,182,387,1955,12,14,4.5,106,452,1711,18,3.8,105,85,869,31,,,,,,,,,,,,,,,,,
54,1970,172,3673,814,4.5,40,18,183,213,415,2458,11,22,5.5,112,371,1215,4,3.3,55,91,1029,16,,,,,,,,,,,,,,,,,
55,1969,311,4679,879,5.3,32,12,282,245,453,2974,22,20,6.2,158,399,1705,12,4.3,93,83,943,31,,,,,,,,,,,,,,,,,
56,1968,246,3863,881,4.4,40,11,224,210,439,2336,17,29,4.9,122,409,1527,7,3.7,80,82,843,22,,,,,,,,,,,,,,,,,
57,1967,233,3790,864,4.4,37,14,220,237,478,2598,13,23,4.9,135,334,1192,9,3.6,67,76,785,18,,,,,,,,,,,,,,,,,
