,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
26,1996,345,5048,972,5.2,30,15,287,272,463,3098,22,15,6.2,157,475,1950,12,4.1,110,91,812,20,,,,,,,,,,,,,,,,,
27,1995,348,4905,1046,4.7,38,20,295,314,536,3241,22,18,5.7,157,478,1664,12,3.5,109,98,791,29,,,,,,,,,,,,,,,,,
28,1994,226,4481,1036,4.3,42,25,278,274,554,2799,13,17,4.5,158,417,1682,10,4.0,97,115,959,23,,,,,,,,,,,,,,,,,
29,1993,368,5658,1066,5.3,45,20,330,357,614,3866,23,25,5.9,208,409,1792,11,4.4,101,132,1005,21,,,,,,,,,,,,,,,,,
30,1992,352,5655,958,5.9,35,12,339,373,573,4029,27,23,6.7,217,353,1626,10,4.6,101,111,824,21,,,,,,,,,,,,,,,,,
31,1991,386,5987,1022,5.9,40,19,353,411,667,4621,24,21,6.7,236,331,1366,16,4.1,99,99,784,18,,,,,,,,,,,,,,,,,
32,1990,405,6222,1006,6.2,36,21,376,399,639,4805,37,15,7.1,251,328,1417,10,4.3,97,135,1009,28,,,,,,,,,,,,,,,,,
33,1989,365,5427,1028,5.3,33,17,327,295,496,3499,23,16,6.6,185,495,1928,16,3.9,112,149,1153,30,,,,,,,,,,,,,,,,,
34,1988,424,5205,1010,5.2,35,17,308,218,428,2956,21,18,6.5,148,558,2249,26,4.0,141,125,1150,19,,,,,,,,,,,,,,,,,
35,1987,345,5223,998,5.2,37,14,294,240,482,3300,24,23,6.4,150,486,1923,12,4.0,118,114,1029,26,,,,,,,,,,,,,,,,,
36,1986,274,5149,1089,4.7,43,12,299,288,551,3449,14,31,5.8,179,490,1700,13,3.5,101,121,1018,19,,,,,,,,,,,,,,,,,
37,1985,284,4652,998,4.7,37,15,270,277,512,3082,18,22,5.4,149,428,1570,13,3.7,96,127,1150,25,,,,,,,,,,,,,,,,,
38,1984,240,4884,969,5.0,31,16,284,282,487,3228,14,15,6.0,164,433,1656,13,3.8,95,99,813,25,,,,,,,,,,,,,,,,,
39,1983,288,4900,1033,4.7,47,18,295,260,482,2902,16,29,5.5,155,502,1998,16,4.0,120,84,784,20,,,,,,,,,,,,,,,,,
40,1982,136,2373,551,4.3,26,11,138,153,287,1574,12,15,4.8,81,225,799,5,3.6,52,52,424,5,,,,,,,,,,,,,,,,,
41,1981,281,4511,947,4.8,44,21,241,258,441,2777,21,23,5.8,124,466,1734,11,3.7,103,93,825,14,,,,,,,,,,,,,,,,,
42,1980,295,5642,1063,5.3,47,19,329,296,463,3007,15,28,6.1,152,573,2635,18,4.6,155,101,838,22,,,,,,,,,,,,,,,,,
43,1979,362,4827,1034,4.7,32,11,268,195,386,2256,17,21,5.4,100,616,2571,24,4.2,149,109,947,19,,,,,,,,,,,,,,,,,
44,1978,283,4814,993,4.8,38,21,276,201,373,2338,16,17,6.0,119,603,2476,19,4.1,135,102,833,22,,,,,,,,,,,,,,,,,
45,1977,299,3864,879,4.4,38,17,228,181,347,1875,14,21,5.1,91,509,1989,15,3.9,112,106,835,25,,,,,,,,,,,,,,,,,
46,1976,222,3570,878,4.1,33,14,199,227,423,2072,17,19,4.5,110,416,1498,6,3.6,71,99,776,18,,,,,,,,,,,,,,,,,
47,1975,293,3937,900,4.4,34,17,234,165,347,1869,14,17,5.0,90,526,2068,14,3.9,121,100,849,23,,,,,,,,,,,,,,,,,
48,1974,236,3338,817,4.1,33,14,200,203,363,1977,12,19,5.0,103,421,1361,16,3.2,76,90,749,21,,,,,,,,,,,,,,,,,
49,1973,199,3307,840,3.9,52,25,193,225,411,1919,11,27,4.2,93,386,1388,9,3.6,89,95,900,11,,,,,,,,,,,,,,,,,
50,1972,164,3191,817,3.9,33,10,183,181,375,1673,10,23,4.0,88,397,1518,7,3.8,80,66,581,15,,,,,,,,,,,,,,,,,
51,1971,251,3515,815,4.3,51,14,201,194,423,2409,12,37,5.3,117,361,1106,10,3.1,62,91,856,22,,,,,,,,,,,,,,,,,
52,1970,217,4062,922,4.4,38,15,232,238,470,2506,12,23,5.0,126,419,1556,10,3.7,88,78,833,18,,,,,,,,,,,,,,,,,
53,1969,278,4531,965,4.7,48,17,256,239,489,2825,15,31,5.4,146,440,1706,12,3.9,95,70,730,15,,,,,,,,,,,,,,,,,
54,1968,303,4352,905,4.8,38,13,240,191,414,2548,17,25,5.8,128,462,1804,16,3.9,99,61,644,13,,,,,,,,,,,,,,,,,
55,1967,258,3503,828,4.2,27,7,207,143,332,1381,11,20,3.9,86,476,2122,12,4.5,111,61,698,10,,,,,,,,,,,,,,,,,
56,1966,335,4412,926,4.8,40,12,246,226,485,2897,29,28,5.6,144,413,1515,11,3.7,76,71,682,26,,,,,,,,,,,,,,,,,
57,1965,298,3988,905,4.4,46,11,227,224,550,2813,25,35,4.8,140,324,1175,10,3.6,63,76,856,24,,,,,,,,,,,,,,,,,
58,1964,310,4874,942,5.2,44,15,284,299,592,3527,19,29,5.7,186,327,1347,14,4.1,80,70,683,18,,,,,,,,,,,,,,,,,
59,1963,302,4419,870,5.1,57,24,254,261,501,3210,26,33,6.1,169,341,1209,11,3.5,68,58,565,17,,,,,,,,,,,,,,,,,
60,1962,387,4971,943,5.3,57,9,266,227,475,3229,32,48,6.6,157,457,1742,15,3.8,95,63,633,14,,,,,,,,,,,,,,,,,
61,1961,513,6288,964,6.5,39,10,293,254,498,4392,48,29,8.6,182,452,1896,15,4.2,97,83,889,14,,,,,,,,,,,,,,,,,
62,1960,379,4936,930,5.3,45,17,262,218,456,3203,31,28,6.7,153,452,1733,15,3.8,83,75,750,26,,,,,,,,,,,,,,,,,
